H6302;-14.432761742185596;16.48900177997909;18:00;STILL;palabrer;cour
H6302;-14.432761742185596;16.48900177997909;20:00;FEED;Diner;cour
H6302;-14.432761742185596;16.48900177997909;21:00;WANDER;Discuter avec ses amis;Cour
H6303;-14.432752994591512;16.489010147579513;13:00;FEED;Déjeuner;cour
H6303;-14.432752994591512;16.489010147579513;14:00;REST;dormir;cour
H6303;-14.432752994591512;16.489010147579513;16:00;STILL;palabrer;cour
H6304;-14.432779146381266;16.48900456907394;06:00;WANDER;Tâche ménagère;Cour
H6304;-14.432779146381266;16.48900456907394;09:00;FEED;petit dejeuner;cour
H6304;-14.432779146381266;16.48900456907394;14:00;FEED;Déjeuner;cour
H6304;-14.432779146381266;16.48900456907394;15:00;REST;dormir;cour
H6304;-14.432779146381266;16.48900456907394;18:00;REST;Repos;Cour
H6304;-14.432779146381266;16.48900456907394;21:00;FEED;Diner;cour
H6304;-14.432779146381266;16.48900456907394;22:00;WANDER;palabrer;cour
H6305;-14.432750104706484;16.489007358489978;11:00;STILL;Palabrer;Cour
H6305;-14.432750104706484;16.489007358489978;14:00;WANDER;Enseigner ou Réviser;Cour
H6305;-14.432750104706484;16.489007358489978;17:00;STILL;Wird;Cour
H6305;-14.432750104706484;16.489007358489978;18:00;STILL;palabrer;cour
H6305;-14.432750104706484;16.489007358489978;20:00;STILL;Apprendre le coran;Cour
H6305;-14.432750104706484;16.489007358489978;22:00;STILL;Palabrer;Cour
H6401;-14.433635872568873;16.489105475398677;09:00;FEED;petit dejeuner;cour
H6401;-14.433635872568873;16.489105475398677;14:00;FEED;déjeuner;cour
H6401;-14.433635872568873;16.489105475398677;20:00;FEED;Diner;cour
H6402;-14.433614698732725;16.48908318965038;07:00;STILL;Prière;Cour
H6402;-14.433614698732725;16.48908318965038;09:00;FEED;petit dejeuner;cour
H6402;-14.433614698732725;16.48908318965038;14:00;FEED;déjeuner;cour
H6402;-14.433614698732725;16.48908318965038;15:00;REST;dormir;cour
H6402;-14.433614698732725;16.48908318965038;20:00;FEED;diner;cour
H6403;-14.43364753629298;16.48909708973998;13:00;Rest;Repos;cour
H6403;-14.43364753629298;16.48909708973998;14:00;FEED;déjeuner;cour
H6404;-14.433609475710217;16.489108283831875;16:00;STILL;Palabrer;Cour
H6404;-14.433609475710217;16.489108283831875;17:00;WANDER;Rester dans la cour;Cour
H6501;-14.434002588844615;16.48888963906242;00:00;FEED;diner;cour
H6501;-14.434002588844615;16.48888963906242;05:00;STILL;Prière;Cour
H6501;-14.434002588844615;16.48888963906242;10:30;REST;Dormir;cour
H6501;-14.434002588844615;16.48888963906242;14:00;FEED;déjeuner;cour
H6501;-14.434002588844615;16.48888963906242;15:00;REST;Dormir;cour
H6501;-14.434002588844615;16.48888963906242;17:00;WANDER;coudre ou palabrer;cour
H6501;-14.434002588844615;16.48888963906242;19:00;STILL;palabrer;cour
H6502;-14.434035549575448;16.48896858291426;00:00;FEED;diner;cour
H6502;-14.434035549575448;16.48896858291426;06:00;STILL;priére;cour
H6502;-14.434035549575448;16.48896858291426;06:30;FEED;petit dejeuner;cour
H6502;-14.434035549575448;16.48896858291426;19:00;REST;repos;cour
H6503;-14.433966483964827;16.488745914974864;00:00;FEED;diner;cour
H6503;-14.433966483964827;16.488745914974864;14:00;FEED;déjeuner;cour
H6503;-14.433966483964827;16.488745914974864;18:00;REST;repos;cour
H6504;-14.433975535391639;16.48877406437624;00:00;FEED;diner;cour
H6504;-14.433975535391639;16.48877406437624;07:00;FEED;petit dejeuner;cour
H6504;-14.433975535391639;16.48877406437624;12:00;STILL;palabrer;cour
H6504;-14.433975535391639;16.48877406437624;14:00;FEED;déjeuner;cour
H6504;-14.433975535391639;16.48877406437624;15:00;REST;Dormir;cour
H6504;-14.433975535391639;16.48877406437624;17:00;STILL;palabrer;cour
H6505;-14.434022377609894;16.488743097584663;00:00;FEED;diner;cour
H6505;-14.434022377609894;16.488743097584663;07:45;FEED;petit dejeuner;cour
H6505;-14.434022377609894;16.488743097584663;12:00;STILL;palabrer;cour
H6505;-14.434022377609894;16.488743097584663;15:00;REST;Dormir;cour
H6505;-14.434022377609894;16.488743097584663;17:00;STILL;palabrer;cour
H6506;-14.434031167786374;16.48874028743062;07:00;WANDER;preparer le pettit dejeuner;cour
H6506;-14.434031167786374;16.48874028743062;09:00;FEED;petit dejeuner;cour
H6506;-14.434031167786374;16.48874028743062;10:00;STILL;palabrer;cour
H6506;-14.434031167786374;16.48874028743062;14:00;FEED;déjeuner;cour
H6506;-14.434031167786374;16.48874028743062;15:00;REST;Dormir;cour
H6507;-14.433988429073338;16.488974231151957;00:00;FEED;diner;cour
H6507;-14.433988429073338;16.488974231151957;14:00;FEED;déjeuner;cour
H6507;-14.433988429073338;16.488974231151957;17:00;STILL;Palabrer;cour
H6508;-14.434000209217073;16.488977054916948;00:00;FEED;diner;cour
H6508;-14.434000209217073;16.488977054916948;08:00;WANDER;faire le ménage;cour
H6508;-14.434000209217073;16.488977054916948;10:00;REST;repos;cour
H6508;-14.434000209217073;16.488977054916948;14:00;FEED;déjeuner;cour
H6508;-14.434000209217073;16.488977054916948;15:00;REST;Dormir;cour
H6508;-14.434000209217073;16.488977054916948;17:00;STILL;palabrer;cour
H6509;-14.433993039050295;16.48878821771677;14:00;FEED;déjeuner;cour
H6509;-14.433993039050295;16.48878821771677;17:00;STILL;palabrer;cour
H6510;-14.433995784190193;16.488734668127048;12:00;STILL;palabrer;cour
H6510;-14.433995784190193;16.488734668127048;14:00;FEED;déjeuner;cour
H7001;-14.432791124802957;16.486549491109965;07:00;WANDER;Priére+ tache ménagére;cour
H7001;-14.432791124802957;16.486549491109965;08:00;FEED;Petit déjeuner;cour
H7001;-14.432791124802957;16.486549491109965;14:00;FEED;déjeuner;Cour
H7001;-14.432791124802957;16.486549491109965;15:00;WANDER;faire le thé;cour
H7001;-14.432791124802957;16.486549491109965;21:00;FEED;diner;cour
H7401;-14.431455425635193;16.486944183607775;13:00;REST;repos;cour
H7401;-14.431455425635193;16.486944183607775;14:00;FEED;Déjeuner;cour
H7401;-14.431455425635193;16.486944183607775;14:30;REST;Dormir;cour
H7401;-14.431455425635193;16.486944183607775;18:30;STILL;reviser;cour
H7401;-14.431455425635193;16.486944183607775;20:00;STILL;regarder la télé;Cour
H7401;-14.431455425635193;16.486944183607775;20:30;FEED;diner;cour
H7401;-14.431455425635193;16.486944183607775;21:00;STILL;reviser;cour
H7402;-14.4314525257018;16.486955306476997;06:00;WANDER;Tache ménagére;cour
H7402;-14.4314525257018;16.486955306476997;08:00;REST;Repos;cour
H7402;-14.4314525257018;16.486955306476997;14:00;FEED;Déjeuner;cour
H7402;-14.4314525257018;16.486955306476997;17:00;STILL;reviser;cour
H7402;-14.4314525257018;16.486955306476997;18:30;STILL;regarder la télé;Cour
H7402;-14.4314525257018;16.486955306476997;21:00;FEED;diner;cour
H7403;-14.431525024472474;16.486941402734708;05:00;STILL;Priére;cour
H7403;-14.431525024472474;16.486941402734708;07:00;FEED;Thé;cour
H7403;-14.431525024472474;16.486941402734708;08:00;REST;repos;cour
H7403;-14.431525024472474;16.486941402734708;14:00;FEED;Déjeuner;cour
H7403;-14.431525024472474;16.486941402734708;15:00;STILL;Palabrer;Cour
H7403;-14.431525024472474;16.486941402734708;17:00;REST;Repos;cour
H7501;-14.431702024889765;16.486816601915642;05:00;STILL;priére+ wird;cour
H7501;-14.431702024889765;16.486816601915642;06:00;REST;dormir;cour
H7501;-14.431702024889765;16.486816601915642;08:00;FEED;petit déjeuner;cour
H7501;-14.431702024889765;16.486816601915642;14:00;FEED;déjeuner;cour
H7501;-14.431702024889765;16.486816601915642;15:00;REST;dormir;cour
H7501;-14.431702024889765;16.486816601915642;20:30;FEED;diner;cour
H7502;-14.431673108989365;16.486858289893085;05:00;WANDER;Priére+ préparer marchandise;cour
H7502;-14.431673108989365;16.486858289893085;14:30;FEED;Déjeuner;cour
H7502;-14.431673108989365;16.486858289893085;15:00;WANDER;Préparer Thé;cour
H7502;-14.431673108989365;16.486858289893085;20:00;STILL;Palabrer;Cour
H7502;-14.431673108989365;16.486858289893085;20:30;FEED;diner;cour
H7502;-14.431673108989365;16.486858289893085;21:00;STILL;Palabrer;Cour
H7701;-14.429562290246006;16.48855150352035;06:00;WANDER;priére+ tache ménagére;cour
H7701;-14.429562290246006;16.48855150352035;07:30;WANDER;tache ménagére+ petit dej;cour
H7701;-14.429562290246006;16.48855150352035;14:00;FEED;Déjeuner;cour
H7701;-14.429562290246006;16.48855150352035;15:00;REST;repos;cour
H7701;-14.429562290246006;16.48855150352035;16:00;WANDER;preparatif diner;cour
H7701;-14.429562290246006;16.48855150352035;21:00;FEED;diner;cour
H7701;-14.429562290246006;16.48855150352035;22:00;STILL;Palabrer;Cour
H7702;-14.429660927104063;16.48856818428319;06:00;REST;dormir;cour
H7702;-14.429660927104063;16.48856818428319;14:00;FEED;Déjeuner;cour
H7702;-14.429660927104063;16.48856818428319;17:00;WANDER;priére+ aples enfants;cour
H7702;-14.429660927104063;16.48856818428319;20:00;;de diner;cour
H7702;-14.429660927104063;16.48856818428319;22:00;STILL;palabrer;cour
H7705;-14.429660941443107;16.488601560218665;08:00;WANDER;priére+ tache ménagére;cour
H7705;-14.429660941443107;16.488601560218665;14:00;FEED;Déjeuner;cour
H7705;-14.429660941443107;16.488601560218665;15:00;REST;repos;cour
H7705;-14.429660941443107;16.488601560218665;18:00;STILL;priére+ repos;cour
H7705;-14.429660941443107;16.488601560218665;22:00;FEED;diner;cour
H7706;-14.429669623988184;16.48855705996415;14:10;FEED;repas;cour
H7706;-14.429669623988184;16.48855705996415;17:00;WANDER;tache ménagére;cour
H7706;-14.429669623988184;16.48855705996415;20:00;FEED;diner;cour
H7706;-14.429669623988184;16.48855705996415;21:00;STILL;palabrer;cour
H7712;-14.429666745531334;16.48860712330708;07:00;STILL;priére;cour
H7712;-14.429666745531334;16.48860712330708;07:15;FEED;petit dejeuner;cour
H7712;-14.429666745531334;16.48860712330708;13:00;WANDER;tâche ménagére;cour
H7712;-14.429666745531334;16.48860712330708;14:00;FEED;Déjeuner;cour
H7712;-14.429666745531334;16.48860712330708;15:00;WANDER;porter son enfant+ reviser;cour
H7712;-14.429666745531334;16.48860712330708;17:00;REST;repos;cour
H7712;-14.429666745531334;16.48860712330708;20:00;FEED;diner;cour
H7712;-14.429666745531334;16.48860712330708;21:00;STILL;reviser;cour
H7714;-14.429600011574463;16.488576528784595;14:00;FEED;Déjeuner;cour
H7714;-14.429600011574463;16.488576528784595;15:00;WANDER;préparer le thé;cour
H7714;-14.429600011574463;16.488576528784595;20:00;FEED;diner;cour
H7714;-14.429600011574463;16.488576528784595;21:00;STILL;Palabrer;cour
H7715;-14.429681235371888;16.488576527822836;06:00;STILL;priére;cour
H7715;-14.429681235371888;16.488576527822836;06:15;FEED;petit dejeuner;cour
H7715;-14.429681235371888;16.488576527822836;06:30;WANDER;tache ménagére;cour
H7715;-14.429681235371888;16.488576527822836;14:00;FEED;Déjeuner;cour
H7715;-14.429681235371888;16.488576527822836;15:00;STILL;palabrer+ thé;cour
H7715;-14.429681235371888;16.488576527822836;20:00;FEED;diner;cour
H7715;-14.429681235371888;16.488576527822836;21:00;STILL;Palabrer;cour
H7901;-14.430188386653176;16.48897026055908;05:00;STILL;priére;cour
H7901;-14.430188386653176;16.48897026055908;06:00;FEED;petit dejeuner;cour
H7901;-14.430188386653176;16.48897026055908;16:00;FEED;Déjeuner;cour
H7901;-14.430188386653176;16.48897026055908;17:00;REST;repos;cour
H7901;-14.430188386653176;16.48897026055908;19:00;FEED;diner;cour
H7902;-14.430197075901793;16.488989682340215;05:00;WANDER;priére;cour
H7902;-14.430197075901793;16.488989682340215;06:00;WANDER;tache ménagére;cour
H7902;-14.430197075901793;16.488989682340215;08:30;REST;Se reposer;cour
H7902;-14.430197075901793;16.488989682340215;12:30;WANDER;faire le linge;cour
H7902;-14.430197075901793;16.488989682340215;14:00;FEED;Déjeuner;cour
H7902;-14.430197075901793;16.488989682340215;15:00;WANDER;faire le thé;cour
H7902;-14.430197075901793;16.488989682340215;16:00;REST;dormir;cour
H7902;-14.430197075901793;16.488989682340215;18:00;REST;repos;cour
H7902;-14.430197075901793;16.488989682340215;20:00;FEED;diner;cour
H7902;-14.430197075901793;16.488989682340215;21:00;REST;repos;cour
H7903;-14.43015941680451;16.488956399189846;10:00;WANDER;tache ménagére;cour
H7903;-14.43015941680451;16.488956399189846;14:00;FEED;Déjeuner;cour
H7903;-14.43015941680451;16.488956399189846;15:00;REST;dormir;cour
H7903;-14.43015941680451;16.488956399189846;20:00;FEED;diner;cour
H7903;-14.43015941680451;16.488956399189846;21:00;STILL;Palabrer;cour
H7904;-14.430136237252604;16.48895641293814;07:15;WANDER;tache ménagére;cour
H7904;-14.430136237252604;16.48895641293814;10:15;WANDER;aider aux taches ménagéres;cour
H7904;-14.430136237252604;16.48895641293814;14:00;FEED;Déjeuner;cour
H7904;-14.430136237252604;16.48895641293814;15:00;REST;Dormir;cour
H7904;-14.430136237252604;16.48895641293814;17:00;WANDER;aider aux taches ménagéres;cour
H7904;-14.430136237252604;16.48895641293814;19:00;FEED;diner;cour
H7904;-14.430136237252604;16.48895641293814;21:00;WANDER;aider aux taches ménagéres;cour
H13801;-14.424742267227785;16.487041928780396;07:00;WANDER;priére+ prepa peti dej;cour
H13801;-14.424742267227785;16.487041928780396;14:30;FEED;déjeuner;cour
H13801;-14.424742267227785;16.487041928780396;15:00;REST;Dormir;cour
H13802;-14.424736902809956;16.48704707263454;07:00;FEED;petit dej;cour
H13802;-14.424736902809956;16.48704707263454;08:00;STILL;Palabrer;cour
H13802;-14.424736902809956;16.48704707263454;19:00;REST;repos;cour
H13802;-14.424736902809956;16.48704707263454;21:00;FEED;diner;cour
H13802;-14.424736902809956;16.48704707263454;22:00;STILL;palabrer;cour
H13803;-14.424736902809956;16.48704707263454;07:00;WANDER;tache ménagére;cour
H13803;-14.424736902809956;16.48704707263454;08:00;REST;repos;cour
H13803;-14.424736902809956;16.48704707263454;14:00;FEED;déjeuner;cour
H13803;-14.424736902809956;16.48704707263454;15:00;REST;Dormir;cour
H13803;-14.424736902809956;16.48704707263454;20:00;STILL;palabrer;cour
H13803;-14.424736902809956;16.48704707263454;21:00;FEED;diner;cour
H13804;-14.424736902809956;16.48704707263454;06:30;FEED;Petit déjeuner;cour
H13804;-14.424736902809956;16.48704707263454;08:00;WANDER;tache ménagére;cour
H13804;-14.424736902809956;16.48704707263454;14:00;FEED;déjeuner;cour
H13804;-14.424736902809956;16.48704707263454;15:00;WANDER;faire le thé;cour
H13804;-14.424736902809956;16.48704707263454;17:00;REST;repos;cour
H13804;-14.424736902809956;16.48704707263454;20:30;FEED;diner;cour
H13804;-14.424736902809956;16.48704707263454;21:00;STILL;palabrer;cour
H13805;-14.424736902809956;16.48704707263454;07:00;STILL;Prière;cour
H13805;-14.424736902809956;16.48704707263454;07:30;FEED;petit dejeuner;cour
H13805;-14.424736902809956;16.48704707263454;15:00;FEED;déjeuner;cour
H13805;-14.424736902809956;16.48704707263454;19:00;STILL;palabrer;cour
H13805;-14.424736902809956;16.48704707263454;21:00;FEED;diner;cour
H13805;-14.424736902809956;16.48704707263454;22:00;STILL;palabrer;cour
H15301;-14.42358631664384;16.489103186801472;17:00;STILL;palabrer;cour
H15301;-14.42358631664384;16.489103186801472;19:00;STILL;regarder la télé;cour
H15302;-14.42358631664384;16.489103186801472;20:30;FEED;diner;cour
H15303;-14.42358631664384;16.489103186801472;20:30;FEED;diner;cour
H29501;-14.432235268524689;16.482275985696095;06:00;STILL;palabrer;cour
H29501;-14.432235268524689;16.482275985696095;19:00;STILL;palabrer;cour
H29501;-14.432235268524689;16.482275985696095;22:00;REST;dormir;cour
H29502;-14.43229156981191;16.482278624677114;05:00;STILL;priére;cour
H29502;-14.43229156981191;16.482278624677114;06:00;FEED;petit dejeuner;cour
H29502;-14.43229156981191;16.482278624677114;10:00;STILL;palabrer;cour
H29502;-14.43229156981191;16.482278624677114;14:00;FEED;Déjeuner;cour
H29502;-14.43229156981191;16.482278624677114;15:00;REST;repos+ thé;cour
H29502;-14.43229156981191;16.482278624677114;17:00;STILL;palabrer;cour
H29503;-14.43224872776419;16.482286310393555;06:00;WANDER;priére+ tache ménagére;cour
H29503;-14.43224872776419;16.482286310393555;09:00;REST;repos;cour
H29503;-14.43224872776419;16.482286310393555;14:00;FEED;Déjeuner;cour
H29503;-14.43224872776419;16.482286310393555;15:00;REST;repos;cour
H29503;-14.43224872776419;16.482286310393555;19:00;STILL;palabrer;cour
H39501;-14.429209875183515;16.48936654793142;07:00;WANDER;tache ménagére;cour
H39501;-14.429209875183515;16.48936654793142;10:15;FEED;petit dej;cour
H39501;-14.429209875183515;16.48936654793142;10:30;REST;repos;cour
H39501;-14.429209875183515;16.48936654793142;14:00;FEED;Déjeuner;cour
H39501;-14.429209875183515;16.48936654793142;14:30;STILL;Prière;Cour
H39501;-14.429209875183515;16.48936654793142;17:00;STILL;priére+palabrer;cour
H39501;-14.429209875183515;16.48936654793142;20:00;STILL;palabrer;cour
H39501;-14.429209875183515;16.48936654793142;21:00;FEED;diner;cour
H39501;-14.429209875183515;16.48936654793142;22:00;STILL;palabrer;cour
H39502;-14.429231332855329;16.489329255432622;14:00;FEED;déjeuner;cour
H39503;-14.429201828556588;16.489353688449892;14:00;STILL;palabrer;cour
H39504;-14.429208534079029;16.48939355283988;13:30;REST;Dormir;cour
H39504;-14.429208534079029;16.48939355283988;14:00;FEED;dejeuner;cour
H39504;-14.429208534079029;16.48939355283988;15:00;REST;Dormir;cour
H39504;-14.429208534079029;16.48939355283988;20:00;FEED;diner;cour
H41301;-14.429504477556835;16.4888517795395;05:00;WANDER;priére+ wird+ petit dej;cour
H41301;-14.429504477556835;16.4888517795395;11:00;STILL;priére;cour
H41301;-14.429504477556835;16.4888517795395;14:00;FEED;dejeuner;cour
H41301;-14.429504477556835;16.4888517795395;15:00;REST;dormir;cour
H41301;-14.429504477556835;16.4888517795395;17:00;STILL;wird;cour
H41301;-14.429504477556835;16.4888517795395;19:00;REST;repos;cour
H41302;-14.429527780021521;16.488862885677374;07:30;WANDER;priére+ tache ménagére;cour
H41302;-14.429527780021521;16.488862885677374;14:00;FEED;déjeuner;cour
H41302;-14.429527780021521;16.488862885677374;14:30;WANDER;faire Thé;cour
H41302;-14.429527780021521;16.488862885677374;15:30;REST;dormir;cour
H41302;-14.429527780021521;16.488862885677374;17:00;WANDER;préparer le diner;cour
H41302;-14.429527780021521;16.488862885677374;21:00;FEED;diner;cour
H41302;-14.429527780021521;16.488862885677374;22:00;STILL;palabrer;cour
